client_id,age,anciennete_mois,score_credit,type_compte,pays_residence,limite_credit,alertes_precedentes
13140,48,171,647,standard,ES,5000,0
11639,47,117,470,premium,ES,10000,0
11029,25,49,423,premium,DE,5000,2
12045,29,137,548,standard,GB,5000,0
10748,63,154,386,standard,MA,20000,2
4274,60,227,523,premium,MA,10000,0
6192,35,131,376,standard,MA,20000,0
10397,54,89,305,standard,MA,5000,0
6989,33,98,356,standard,GB,20000,0
10864,45,56,739,premium,MA,50000,0
12163,43,155,847,standard,MA,10000,0
12238,71,211,494,standard,FR,20000,0
5343,65,26,460,standard,ES,10000,0
3727,56,157,742,standard,MA,5000,0
6380,31,13,352,premium,MA,5000,1
14290,31,236,716,pro,ES,10000,0
4837,47,121,763,standard,MA,20000,0
7728,59,118,620,premium,MA,5000,0
13981,31,100,844,standard,MA,50000,1
10796,71,32,404,premium,MA,5000,0
13354,31,151,437,pro,MA,10000,0
11427,71,190,784,standard,FR,50000,0
9945,74,209,630,standard,MA,5000,0
4322,42,149,744,premium,MA,5000,0
10696,71,68,833,standard,MA,5000,0
26,41,42,774,standard,ES,20000,0
1687,23,28,714,standard,MA,20000,1
584,64,169,727,premium,MA,5000,0
357,30,194,510,standard,MA,5000,1
4847,21,226,513,standard,FR,20000,0
9133,70,80,719,standard,MA,10000,1
10202,26,101,364,standard,MA,5000,0
2494,43,58,329,premium,GB,20000,0
12410,21,139,356,premium,MA,5000,1
11023,28,97,819,premium,FR,5000,0
12753,43,204,453,premium,MA,10000,1
6340,24,197,758,premium,MA,5000,0
601,56,103,801,standard,MA,10000,0
13401,33,103,313,premium,MA,10000,2
13565,50,162,662,standard,MA,10000,1
786,44,83,656,standard,MA,5000,1
3868,54,5,700,premium,MA,5000,0
1168,23,198,362,standard,ES,10000,1
11988,72,220,436,premium,MA,50000,0
744,36,207,575,standard,MA,5000,0
11583,66,162,737,premium,MA,10000,0
11893,26,112,828,standard,MA,10000,1
1713,40,102,557,standard,MA,20000,1
3514,18,221,488,standard,MA,10000,0
5824,59,165,322,standard,ES,10000,0
13350,38,93,805,premium,MA,5000,0
10460,30,179,541,standard,DE,10000,0
14411,19,30,469,standard,MA,10000,0
1314,72,32,594,standard,MA,5000,1
1673,52,70,648,standard,FR,10000,0
4867,46,218,458,premium,FR,5000,0
11133,66,130,704,premium,MA,5000,0
5683,68,203,337,standard,GB,5000,0
13905,38,47,536,standard,MA,10000,0
7048,44,141,326,standard,ES,20000,0
12113,74,159,606,standard,ES,5000,1
14699,58,129,573,premium,ES,5000,1
5046,25,5,409,pro,FR,5000,0
8910,62,142,307,standard,FR,5000,0
4059,33,177,433,standard,ES,5000,3
14742,48,135,815,standard,MA,5000,0
12732,42,105,602,standard,MA,5000,0
10088,57,147,311,pro,DE,5000,1
10539,20,116,609,premium,DE,5000,0
5085,62,32,592,premium,MA,10000,1
2550,45,124,846,standard,GB,20000,0
10750,59,126,669,standard,GB,5000,1
11531,69,212,798,standard,MA,5000,1
1285,20,124,786,standard,MA,10000,0
10611,53,90,491,standard,ES,5000,0
3421,53,159,592,standard,MA,10000,0
4904,37,132,540,premium,FR,20000,0
449,66,224,664,standard,FR,5000,2
9207,49,50,789,premium,FR,5000,0
9130,55,132,648,premium,MA,5000,0
9821,49,15,821,premium,FR,5000,1
2931,64,66,669,standard,FR,20000,0
10978,55,37,507,standard,MA,20000,0
3600,59,222,746,standard,MA,20000,0
11524,66,56,810,premium,MA,10000,0
10907,54,30,390,premium,MA,5000,1
4205,36,170,364,premium,ES,10000,0
2614,36,218,766,pro,MA,5000,0
13760,30,228,339,premium,ES,10000,0
6090,22,57,729,standard,DE,5000,0
3095,36,230,827,standard,MA,5000,0
13529,39,127,822,standard,MA,10000,1
472,37,45,656,standard,MA,10000,0
12435,51,44,463,standard,MA,5000,0
12887,23,35,796,standard,FR,5000,0
14941,50,168,611,premium,ES,50000,0
5222,49,10,592,pro,MA,5000,1
7434,62,57,351,standard,FR,10000,1
742,43,232,701,premium,MA,20000,0
6244,51,208,728,standard,MA,5000,0
8303,58,81,774,standard,DE,50000,0
4426,64,137,740,standard,MA,20000,0
6542,42,157,843,standard,MA,5000,0
3654,18,69,569,standard,MA,10000,0
11447,44,62,511,premium,GB,5000,0
9084,27,68,518,standard,MA,10000,0
11762,72,122,516,standard,ES,20000,0
4628,37,93,711,premium,FR,10000,0
9091,51,150,537,standard,MA,20000,0
12284,57,69,404,standard,MA,10000,0
3414,50,4,318,premium,GB,10000,0
9151,71,18,622,standard,GB,5000,1
5273,19,156,788,standard,FR,5000,0
13207,49,154,500,standard,MA,20000,0
12488,32,102,646,standard,MA,10000,1
199,48,163,425,premium,MA,5000,1
7993,63,69,688,standard,MA,20000,0
8730,29,22,799,pro,FR,20000,0
5220,22,118,430,premium,MA,5000,0
14990,51,186,687,standard,DE,20000,0
12497,28,88,787,standard,FR,10000,0
179,45,70,810,standard,MA,20000,0
14083,41,207,765,standard,FR,5000,0
3989,51,182,803,standard,MA,10000,0
826,26,135,335,pro,MA,10000,0
13223,29,40,393,standard,MA,5000,0
14770,28,143,476,standard,FR,10000,0
12605,41,39,738,premium,MA,5000,0
8686,46,31,640,standard,ES,50000,1
13597,54,97,580,premium,FR,5000,1
7694,36,190,790,standard,ES,5000,0
10669,57,208,767,standard,FR,5000,0
2565,71,75,613,standard,FR,20000,1
4610,48,10,762,standard,MA,5000,0
12001,43,171,477,standard,DE,20000,1
12726,65,219,553,pro,MA,10000,1
4177,54,75,706,standard,MA,10000,0
12873,41,23,459,premium,MA,10000,2
10910,40,174,709,standard,ES,5000,1
232,57,193,448,pro,MA,10000,0
8144,32,235,672,standard,FR,5000,0
9029,38,166,785,standard,MA,10000,0
13666,43,87,642,premium,FR,20000,0
13940,63,91,407,premium,FR,10000,0
498,51,106,572,standard,MA,5000,0
10473,23,28,405,standard,MA,20000,0
12742,40,178,637,standard,MA,10000,0
3914,52,186,772,standard,GB,10000,0
5842,25,126,747,standard,ES,5000,1
14024,44,184,711,premium,GB,10000,0
12242,48,162,453,standard,FR,5000,0
3390,63,139,328,standard,ES,10000,1
6728,64,128,344,standard,MA,10000,0
14526,74,192,369,standard,MA,10000,0
5536,41,77,729,standard,GB,5000,0
3011,26,180,800,premium,MA,10000,0
3583,63,29,465,premium,MA,5000,1
4319,39,55,828,pro,MA,5000,0
5108,66,195,415,standard,MA,10000,0
5368,46,220,640,standard,MA,10000,0
3073,56,127,657,standard,FR,5000,0
6545,29,49,765,standard,DE,20000,0
1633,28,38,378,premium,MA,10000,0
7128,43,202,627,pro,MA,20000,1
8049,28,59,590,premium,MA,10000,0
7009,31,49,445,standard,MA,10000,0
1708,37,22,622,standard,MA,10000,0
7650,23,32,365,standard,MA,5000,2
14362,73,143,682,standard,FR,10000,1
8341,23,77,575,standard,MA,20000,1
14720,52,54,480,premium,FR,5000,0
4640,37,143,784,pro,GB,5000,0
8055,23,73,462,standard,MA,5000,0
11160,36,224,742,premium,FR,10000,0
8118,73,11,590,pro,MA,10000,0
12966,56,65,421,standard,MA,10000,0
3058,30,145,474,standard,DE,5000,0
14719,32,235,649,standard,MA,50000,0
737,30,46,572,standard,MA,20000,0
11396,52,161,681,standard,MA,20000,0
6149,51,103,849,standard,MA,10000,0
13279,43,65,727,standard,MA,10000,0
14177,37,51,738,standard,MA,20000,1
975,28,78,327,standard,MA,20000,0
14037,38,102,521,pro,MA,5000,0
1135,46,77,622,premium,MA,5000,0
9833,41,91,470,standard,MA,5000,0
5236,40,81,355,standard,MA,10000,0
43,51,224,633,premium,MA,10000,0
8807,42,122,442,standard,MA,5000,2
11352,60,175,671,pro,MA,5000,0
13302,61,189,583,premium,DE,10000,1
9900,37,64,453,standard,FR,10000,0
10615,72,235,415,premium,MA,20000,0
993,40,199,840,standard,MA,5000,0
11587,41,130,689,premium,MA,10000,0
10963,30,124,359,standard,MA,20000,0
2027,45,227,673,standard,MA,10000,0
13707,31,120,597,standard,GB,5000,0
5461,55,128,645,standard,MA,5000,0
3226,63,69,773,premium,MA,10000,0
925,46,131,599,standard,MA,5000,0
11438,35,11,818,standard,MA,20000,0
2623,68,131,640,standard,MA,20000,0
2944,58,56,655,standard,MA,20000,2
3021,64,137,628,standard,ES,5000,0
722,28,178,514,premium,FR,50000,0
11925,36,75,461,premium,ES,10000,1
1527,71,117,825,premium,MA,5000,0
9690,29,113,359,premium,GB,5000,0
14063,37,94,607,standard,FR,20000,0
3720,31,85,420,premium,ES,10000,0
14206,31,113,786,premium,ES,20000,0
14843,20,40,643,premium,MA,50000,0
9510,19,6,593,standard,GB,10000,1
1348,39,23,622,standard,DE,5000,2
9822,43,100,593,premium,DE,5000,0
11655,19,224,797,premium,MA,20000,1
6174,70,192,775,premium,MA,10000,0
12804,46,103,648,standard,MA,10000,1
10449,64,77,405,standard,FR,5000,1
14424,56,11,406,standard,ES,10000,0
12237,48,182,331,premium,MA,5000,0
5102,22,78,587,premium,MA,5000,0
1313,68,220,700,premium,MA,10000,0
13071,42,53,675,standard,MA,10000,0
1620,29,49,636,standard,DE,5000,0
3047,36,179,543,standard,ES,5000,1
14986,67,19,499,standard,ES,5000,0
6216,43,153,721,standard,FR,5000,1
788,48,126,313,standard,FR,10000,1
2588,43,237,372,standard,MA,10000,0
14970,40,216,558,standard,FR,10000,0
4756,21,189,377,standard,MA,10000,0
14543,69,227,550,standard,ES,20000,0
261,32,34,843,standard,GB,5000,0
14146,42,23,590,standard,MA,5000,1
3201,39,48,472,standard,MA,5000,1
2428,73,203,490,standard,DE,5000,0
2654,38,232,355,standard,ES,10000,0
5416,29,154,399,pro,MA,10000,1
14665,47,156,534,standard,MA,10000,0
2214,35,155,700,standard,MA,20000,0
402,50,82,433,standard,MA,5000,0
2770,37,38,795,standard,FR,20000,0
4357,22,160,341,standard,FR,20000,0
4828,68,175,685,standard,MA,20000,0
10941,20,133,535,standard,ES,5000,0
5299,52,155,646,premium,MA,50000,1
6100,42,159,662,premium,MA,5000,0
665,64,30,759,premium,MA,5000,0
8750,58,17,411,standard,MA,5000,0
3607,65,32,819,premium,FR,50000,0
9811,23,135,456,premium,MA,5000,0
4066,31,76,596,premium,GB,5000,1
4963,39,159,815,premium,MA,20000,0
3676,24,188,589,premium,MA,20000,2
1720,19,134,794,standard,MA,20000,0
8795,41,27,464,standard,ES,10000,0
6121,74,181,441,standard,MA,10000,0
4226,24,52,743,standard,MA,10000,0
7344,36,188,375,standard,FR,20000,1
7676,29,101,814,standard,MA,10000,0
4798,24,229,800,standard,ES,20000,0
2305,20,9,808,standard,FR,5000,0
9992,26,116,499,premium,GB,10000,0
5295,30,9,588,standard,MA,10000,1
775,58,7,322,standard,MA,5000,0
10019,45,25,679,standard,GB,20000,0
13292,40,148,435,standard,DE,10000,0
2664,52,27,788,standard,ES,50000,1
2065,20,197,600,premium,ES,5000,1
4504,36,235,454,pro,MA,5000,0
2211,66,47,849,premium,DE,10000,0
83,28,144,641,premium,GB,5000,0
11194,55,139,304,standard,MA,10000,0
11232,52,50,750,standard,FR,5000,0
6239,28,1,803,standard,FR,10000,2
6207,20,101,310,standard,FR,5000,0
14680,67,99,366,standard,MA,5000,0
13535,56,103,513,standard,GB,10000,0
12952,54,233,802,premium,MA,20000,0
2293,66,79,607,standard,MA,10000,1
280,49,159,397,premium,MA,10000,0
14971,71,46,497,standard,MA,5000,0
8074,60,204,527,standard,MA,5000,0
228,51,153,385,standard,MA,10000,0
9121,46,117,550,standard,MA,10000,1
1417,73,59,743,pro,ES,10000,0
12968,52,182,605,standard,MA,5000,1
11164,49,239,819,standard,ES,20000,1
8591,28,34,569,standard,MA,10000,0
11718,58,7,638,standard,ES,5000,3
404,58,95,462,premium,MA,20000,1
5507,23,68,447,standard,DE,10000,0
3577,32,79,726,standard,ES,50000,0
1260,28,212,341,standard,MA,5000,1
4496,52,9,614,premium,MA,10000,0
6627,65,169,547,pro,DE,10000,1
14348,44,43,440,premium,MA,10000,0
11947,62,64,377,premium,MA,5000,1
2854,65,117,678,standard,ES,10000,1
14307,50,121,835,premium,GB,20000,0
6880,64,167,504,standard,MA,20000,1
4366,47,54,455,premium,MA,10000,0
1786,33,197,838,standard,ES,5000,1
7331,38,147,374,standard,MA,20000,0
625,60,179,781,premium,GB,20000,0
8862,70,77,814,premium,FR,20000,0
12318,23,13,737,premium,MA,5000,1
9197,63,91,364,standard,MA,5000,0
6222,68,135,760,pro,MA,20000,0
11731,40,72,410,pro,MA,10000,0
9569,33,217,708,premium,FR,10000,0
7373,41,4,475,standard,FR,20000,0
5773,20,81,752,standard,MA,5000,0
2779,31,120,807,standard,ES,5000,1
9066,32,239,673,premium,ES,20000,1
874,57,98,787,standard,MA,5000,0
8629,39,87,611,standard,DE,5000,0
8051,53,194,327,standard,ES,50000,0
9971,27,1,733,standard,MA,20000,0
7715,30,230,309,standard,MA,5000,0
14226,18,43,315,standard,DE,20000,0
14323,71,78,565,standard,FR,10000,0
10605,48,88,711,standard,MA,10000,0
7563,37,233,303,standard,MA,5000,1
13446,44,179,785,standard,FR,5000,0
11449,35,166,761,pro,MA,10000,1
10210,70,213,841,standard,MA,10000,0
3867,22,221,611,standard,ES,5000,0
4174,52,190,735,standard,MA,10000,1
92,66,56,562,standard,MA,20000,1
5431,37,188,456,standard,DE,10000,0
12653,23,218,839,standard,FR,20000,0
13857,46,172,681,standard,FR,5000,1
13035,74,200,566,standard,FR,50000,0
7025,40,46,735,premium,MA,5000,1
14153,44,22,772,standard,ES,5000,0
1948,40,207,338,standard,MA,20000,0
789,59,220,664,pro,FR,5000,0
8896,20,80,659,standard,MA,10000,0
7863,34,129,847,premium,DE,5000,0
10115,57,80,540,standard,ES,50000,1
13157,30,126,738,standard,DE,10000,1
841,49,165,456,premium,MA,5000,2
919,69,183,717,standard,FR,10000,0
7149,54,196,618,standard,MA,5000,0
559,51,17,679,pro,MA,10000,1
5079,71,180,695,premium,MA,20000,0
11428,45,78,680,standard,ES,10000,0
5535,22,66,334,standard,GB,10000,1
10770,45,194,591,pro,MA,5000,0
647,37,147,819,pro,MA,5000,0
283,65,59,333,standard,FR,20000,0
10890,26,12,363,premium,ES,10000,0
7966,19,148,625,standard,MA,5000,0
6292,65,40,646,standard,MA,5000,0
7907,39,212,715,premium,FR,20000,0
9972,33,27,521,premium,MA,20000,1
7233,64,186,795,standard,MA,20000,1
2355,69,230,622,standard,MA,10000,0
9649,19,154,314,premium,GB,10000,0
3371,59,145,745,standard,MA,5000,1
3233,52,177,548,pro,DE,20000,0
12592,65,56,823,standard,FR,20000,2
3571,52,121,372,standard,MA,5000,0
4099,74,81,822,standard,MA,20000,0
11824,71,140,351,standard,ES,5000,0
5714,49,58,501,standard,MA,20000,1
13165,49,40,613,pro,GB,20000,0
7398,33,143,743,standard,FR,5000,0
7886,74,1,398,standard,MA,5000,1
2448,25,67,843,standard,MA,10000,1
14587,38,44,507,premium,MA,5000,0
4501,42,52,327,premium,MA,20000,0
11579,64,235,396,standard,MA,10000,0
1717,57,115,438,standard,MA,10000,0
12569,48,31,773,standard,MA,10000,0
4279,43,107,565,standard,MA,5000,0
13202,71,54,645,standard,MA,20000,0
7359,69,39,499,standard,MA,10000,0
7949,64,124,451,standard,FR,10000,0
10765,73,54,616,premium,MA,5000,0
107,22,64,360,premium,MA,10000,0
14707,38,198,636,premium,MA,5000,1
5882,53,227,399,premium,MA,20000,0
7753,48,20,652,premium,DE,5000,0
1746,66,9,558,standard,ES,5000,0
4189,39,100,781,standard,ES,5000,0
10915,24,234,640,standard,MA,5000,0
13699,30,13,473,pro,DE,20000,1
12768,71,180,736,pro,MA,5000,0
2129,38,65,653,standard,MA,20000,0
7624,57,203,746,standard,MA,20000,0
11157,31,186,446,standard,DE,50000,0
6158,30,61,805,standard,ES,20000,0
6409,29,179,579,premium,MA,5000,0
13336,47,83,700,standard,MA,10000,0
1102,63,79,539,standard,ES,20000,0
14988,72,100,743,pro,FR,5000,0
7411,21,85,680,standard,MA,20000,1
11400,70,101,702,standard,ES,10000,2
439,49,192,698,premium,MA,5000,0
13067,50,59,637,standard,FR,20000,0
11924,22,221,601,premium,MA,10000,0
4257,36,233,509,standard,FR,5000,0
10214,22,27,305,premium,MA,5000,0
5008,22,173,426,standard,MA,10000,0
2849,69,38,374,standard,ES,10000,0
5787,34,85,425,premium,ES,5000,0
13720,26,125,440,standard,GB,5000,1
8680,37,189,831,premium,FR,5000,0
10647,19,42,781,standard,MA,10000,0
6833,22,194,336,standard,FR,5000,0
894,45,8,658,premium,DE,5000,0
14,29,17,606,standard,MA,5000,0
7525,42,189,644,standard,MA,10000,0
11083,20,61,778,pro,MA,10000,1
6132,58,67,659,premium,GB,5000,0
25,51,213,689,premium,MA,5000,0
7075,68,126,552,standard,MA,5000,0
9876,58,233,665,standard,FR,5000,0
8704,41,146,334,pro,MA,10000,1
9642,26,238,715,standard,FR,10000,0
12848,74,161,657,standard,GB,5000,0
12249,18,95,456,standard,MA,5000,0
7919,68,86,777,pro,MA,5000,0
9530,47,125,799,standard,DE,5000,0
7823,65,206,708,pro,MA,5000,0
5716,36,83,711,premium,FR,5000,0
2049,32,78,345,premium,MA,5000,0
6400,20,53,482,standard,MA,10000,1
12570,20,122,561,premium,GB,20000,1
2166,36,35,636,standard,FR,10000,0
5958,29,2,713,premium,ES,5000,1
11363,53,150,593,premium,MA,5000,1
4333,31,180,592,standard,MA,20000,0
12697,39,175,710,pro,MA,10000,0
1134,72,149,451,premium,MA,20000,0
6528,74,172,586,premium,FR,5000,0
4471,60,218,496,standard,MA,10000,0
14537,61,206,584,premium,MA,5000,0
9021,43,223,629,premium,FR,10000,1
12774,28,216,551,standard,MA,5000,0
4019,40,230,772,premium,FR,5000,0
14298,57,163,690,standard,MA,5000,0
12769,61,115,431,premium,DE,5000,0
11549,31,232,308,standard,ES,10000,0
12560,23,109,583,standard,FR,10000,0
12194,46,12,762,premium,MA,5000,0
6924,55,144,394,premium,ES,5000,2
2264,50,125,529,standard,MA,50000,0
11248,19,220,437,premium,ES,10000,0
9077,24,219,848,standard,MA,5000,1
12246,68,28,561,premium,MA,20000,0
10882,63,238,648,pro,MA,10000,1
5893,49,102,372,standard,MA,5000,0
191,45,48,584,pro,FR,10000,0
12514,46,75,313,standard,MA,20000,0
1548,55,125,312,standard,MA,5000,1
9923,56,144,491,standard,MA,5000,0
5819,18,110,484,standard,MA,20000,0
9367,74,69,469,premium,ES,20000,1
7921,33,115,305,premium,FR,5000,0
5055,38,99,728,pro,MA,10000,0
5123,32,27,470,pro,MA,20000,0
1308,41,162,671,standard,MA,20000,0
5039,22,92,815,standard,FR,5000,1
11617,70,179,713,pro,MA,5000,0
1733,33,194,331,standard,DE,20000,0
3311,21,2,677,premium,FR,10000,0
6779,57,39,361,standard,ES,10000,2
7523,39,218,309,pro,MA,5000,0
8015,53,155,662,premium,MA,50000,0
14121,43,117,356,premium,FR,10000,0
2813,20,90,556,standard,MA,5000,0
1959,52,131,438,standard,MA,10000,0
10649,21,168,617,standard,FR,5000,0
137,58,105,583,standard,MA,5000,0
12086,66,98,504,standard,DE,5000,1
8190,59,167,548,standard,MA,10000,0
10950,43,172,634,standard,MA,10000,0
5648,57,66,462,standard,FR,10000,0
12082,19,121,779,pro,MA,10000,0
909,51,176,300,standard,FR,10000,0
14630,64,222,696,premium,MA,10000,0
1024,68,159,814,premium,GB,10000,1
14195,49,37,743,standard,FR,50000,0
10370,54,110,455,standard,ES,5000,0
9383,19,130,720,premium,ES,5000,0
1876,50,158,696,premium,MA,20000,0
2142,23,113,754,standard,MA,10000,0
13326,65,145,557,standard,ES,5000,1
5508,41,217,349,standard,MA,20000,0
1442,28,195,619,pro,MA,5000,0
13242,60,75,529,standard,MA,20000,1
2457,64,190,349,premium,MA,20000,0
11574,49,150,317,standard,MA,10000,0
4972,62,127,650,pro,ES,10000,0
13264,40,106,329,standard,FR,5000,0
13008,73,61,566,standard,FR,10000,1
2398,61,79,618,premium,ES,10000,0
11353,20,86,334,pro,FR,5000,0
7377,48,190,821,standard,MA,5000,0
7745,30,189,504,standard,FR,5000,0
1244,40,92,495,standard,MA,5000,0
13234,67,45,369,standard,MA,10000,0
1312,67,28,349,standard,MA,5000,0
6119,28,203,360,standard,MA,5000,2
12484,65,218,739,standard,MA,5000,0
4729,19,62,544,standard,GB,5000,0
3343,57,25,322,premium,GB,10000,0
13085,67,17,385,standard,MA,50000,0
14795,36,201,760,standard,MA,5000,0
5619,40,216,565,premium,MA,20000,1
3968,35,99,574,standard,GB,10000,0
1628,48,72,788,standard,FR,50000,0
155,40,179,459,premium,MA,10000,1
5796,48,170,678,standard,MA,10000,0
387,54,91,426,standard,MA,5000,0
11395,58,42,628,standard,MA,10000,0
3601,72,172,662,standard,FR,20000,0
2168,49,77,392,standard,FR,20000,0
14996,38,221,769,standard,FR,10000,0
13247,25,32,472,premium,FR,5000,0
14113,68,122,631,standard,MA,10000,0
6635,74,212,541,standard,MA,20000,0
1533,55,72,600,standard,FR,20000,0
7997,21,73,348,standard,DE,10000,0
7729,49,15,682,pro,MA,10000,0
6806,38,52,321,pro,GB,20000,0
13385,57,118,575,standard,MA,10000,0
14576,24,95,746,standard,MA,10000,1
12890,55,140,797,premium,FR,5000,0
4098,31,85,449,premium,ES,20000,0
7136,49,47,622,standard,MA,10000,0
14314,18,33,706,pro,FR,10000,1
867,27,32,763,standard,FR,10000,0
7063,65,24,749,premium,FR,5000,0
2052,57,187,676,pro,FR,5000,1
12361,54,131,471,standard,FR,5000,2
5557,34,181,760,pro,ES,5000,0
1255,24,220,513,standard,MA,10000,2
6916,73,234,371,premium,ES,50000,1
9464,67,63,330,standard,MA,20000,0
3204,43,78,730,standard,FR,10000,0
670,54,111,456,premium,ES,5000,0
9024,43,194,767,premium,MA,10000,1
14650,46,27,624,premium,MA,10000,0
12558,39,196,389,standard,FR,10000,0
2826,38,28,302,standard,MA,50000,0
6815,41,139,570,premium,DE,5000,0
14389,47,217,344,standard,MA,20000,0
3876,65,116,461,standard,MA,5000,1
9389,24,215,559,standard,MA,20000,0
11694,22,39,335,standard,MA,10000,0
12345,55,198,760,pro,FR,10000,1
13891,69,88,446,standard,MA,5000,1
11028,53,130,630,standard,FR,20000,0
11498,61,231,564,standard,MA,5000,0
10824,40,110,512,premium,MA,5000,0
8465,68,43,705,standard,ES,5000,0
13616,26,53,399,standard,MA,5000,1
12533,33,91,314,standard,MA,5000,0
12492,59,150,773,premium,GB,5000,0
6210,60,23,556,premium,ES,50000,1
4122,38,151,460,standard,DE,10000,1
13187,22,121,412,premium,ES,20000,1
2824,38,84,536,standard,MA,5000,1
5588,69,108,779,premium,MA,5000,0
11345,37,112,490,standard,FR,5000,1
14042,45,76,632,standard,DE,10000,0
4832,50,109,484,pro,FR,20000,0
2953,25,235,570,premium,MA,10000,0
7790,31,156,837,standard,MA,5000,1
11176,30,102,423,standard,MA,5000,0
330,59,48,796,standard,FR,20000,0
1492,40,10,582,standard,FR,20000,0
8880,52,119,640,standard,FR,10000,0
12401,47,45,684,standard,MA,5000,0
14291,74,157,308,standard,FR,10000,0
7954,48,98,652,premium,MA,10000,0
9112,56,201,769,premium,ES,10000,0
6384,36,110,825,pro,MA,5000,0
6074,61,80,675,standard,MA,5000,0
11077,34,119,385,standard,GB,10000,0
12048,53,196,344,standard,MA,5000,0
13813,35,174,797,premium,FR,10000,0
2281,53,55,770,standard,MA,50000,1
4527,40,8,627,premium,MA,5000,1
11119,18,113,481,premium,MA,20000,0
2359,40,214,516,premium,MA,10000,1
5474,18,128,647,pro,MA,5000,0
2804,38,214,457,standard,GB,5000,0
13095,22,15,418,premium,MA,10000,0
3007,30,115,396,premium,FR,5000,0
12008,70,119,369,premium,MA,10000,0
3925,37,184,465,standard,MA,20000,1
4544,29,148,344,standard,FR,5000,0
8415,41,203,517,standard,MA,10000,0
2249,30,218,615,pro,MA,10000,0
13305,24,50,402,premium,MA,50000,1
12699,36,223,609,standard,ES,10000,0
10809,26,228,321,pro,ES,10000,0
1402,40,125,309,premium,MA,10000,0
5010,70,208,428,premium,FR,10000,0
3606,21,130,380,standard,ES,5000,0
14197,52,18,415,pro,GB,10000,0
2222,73,203,594,premium,MA,20000,0
10206,53,9,585,standard,ES,20000,1
8469,52,185,478,pro,MA,10000,1
6215,25,214,336,standard,MA,20000,1
11139,62,127,650,standard,MA,20000,0
8094,44,135,494,standard,MA,10000,0
9962,68,204,708,premium,MA,50000,0
2532,22,202,593,standard,FR,5000,1
13310,68,211,499,standard,ES,10000,0
12283,70,197,428,standard,MA,5000,0
14645,22,10,433,standard,ES,10000,0
2529,22,72,607,standard,MA,5000,2
1240,51,162,833,premium,GB,5000,0
4964,22,37,628,standard,MA,10000,1
421,27,125,719,standard,ES,5000,0
7741,60,206,721,standard,MA,5000,0
8988,32,178,685,premium,MA,20000,2
4567,67,120,563,standard,MA,5000,0
1497,18,164,355,standard,FR,5000,0
4506,56,225,563,standard,MA,20000,0
12843,20,109,544,premium,FR,50000,0
7795,19,94,650,pro,ES,10000,0
4595,23,40,824,premium,MA,10000,0
13405,62,198,838,standard,FR,10000,0
8335,56,239,402,standard,DE,5000,1
9125,55,15,303,standard,FR,20000,0
7957,33,90,386,premium,DE,5000,0
7533,33,37,725,premium,ES,5000,1
8197,39,146,396,standard,ES,5000,0
9357,26,143,492,premium,MA,10000,0
9613,49,104,703,standard,MA,20000,0
6700,66,112,325,premium,FR,5000,0
7327,58,131,494,standard,MA,10000,0
2836,21,168,363,premium,FR,20000,0
9137,73,16,319,standard,GB,5000,0
11329,58,97,625,standard,MA,5000,0
13062,69,127,386,premium,MA,10000,2
9302,18,212,434,standard,FR,5000,1
9262,52,192,336,standard,ES,10000,0
8539,33,115,522,standard,FR,5000,1
8975,73,161,784,standard,FR,5000,0
6046,68,150,398,standard,MA,5000,0
2711,68,31,417,pro,FR,5000,2
14465,27,182,459,premium,ES,10000,0
1159,46,179,699,standard,MA,5000,1
11760,43,184,491,pro,ES,50000,0
12160,30,225,794,standard,MA,5000,0
14584,49,2,726,standard,ES,5000,0
13542,47,76,485,standard,GB,50000,0
8461,29,143,373,premium,MA,20000,0
3215,55,65,710,standard,FR,5000,0
3814,18,107,527,standard,ES,10000,0
8598,33,92,415,standard,FR,5000,0
1190,71,104,574,premium,MA,10000,0
12845,72,239,764,premium,ES,20000,1
6596,65,230,352,premium,FR,10000,1
5496,58,136,485,standard,MA,5000,0
14515,24,114,812,standard,FR,10000,1
13262,26,49,376,standard,FR,5000,0
2136,45,94,712,standard,ES,20000,1
1396,39,75,301,premium,MA,10000,0
7027,29,229,513,standard,MA,20000,1
1213,57,116,344,pro,MA,5000,0
11375,55,230,526,standard,FR,50000,1
10847,18,23,376,standard,DE,5000,1
3767,30,139,321,premium,FR,20000,0
4217,51,168,603,standard,MA,10000,0
3426,40,2,487,premium,MA,20000,0
8275,63,50,538,premium,ES,10000,1
1597,22,124,600,standard,MA,5000,0
5694,71,53,792,premium,MA,5000,0
3887,20,32,837,standard,MA,50000,0
66,24,55,779,standard,MA,5000,1
3416,50,82,401,pro,MA,10000,0
13549,67,120,483,standard,FR,10000,0
4220,20,32,435,standard,MA,5000,0
3624,72,220,523,standard,FR,20000,0
1865,67,176,609,standard,MA,10000,0
13775,47,33,661,standard,MA,5000,0
1985,41,168,792,premium,FR,10000,2
1562,73,93,528,standard,FR,5000,0
171,33,166,336,standard,FR,10000,1
12840,58,81,534,standard,MA,10000,0
11874,18,217,694,premium,FR,5000,2
12503,71,214,328,standard,MA,5000,0
2362,71,6,653,standard,ES,20000,0
2474,27,154,553,standard,MA,5000,0
4404,52,73,594,standard,GB,20000,0
7658,49,236,637,premium,FR,5000,1
1115,29,70,365,standard,FR,5000,0
5134,33,157,475,premium,MA,5000,0
